[03:10:21:903968 +02:00] [Thread 8644] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE PURCHASED ITEM Exile_Item_CodeLock FOR 5000 POPTABS | PLAYER TOTAL MONEY: 18443
[03:11:20:958880 +02:00] [Thread 4964] PLAYER: ( 76561198115606756 ) R DarkV:4 (Dr. Ulli Cave) REMOTE PURCHASED ITEM Exile_Magazine_10Rnd_762x54 FOR 20 POPTABS | PLAYER TOTAL MONEY: 480
[03:11:22:277884 +02:00] [Thread 8644] PLAYER: ( 76561198115606756 ) R DarkV:4 (Dr. Ulli Cave) REMOTE PURCHASED ITEM Exile_Magazine_10Rnd_762x54 FOR 20 POPTABS | PLAYER TOTAL MONEY: 460
[14:16:12:509416 +02:00] [Thread 15888] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Car_SUV_Red (ID# <null>) with Cargo ["B_Kitbag_mcamo","10Rnd_93x64_DMR_05_Mag","10Rnd_93x64_DMR_05_Mag","10Rnd_93x64_DMR_05_Mag","30Rnd_65x39_caseless_black_mag","30Rnd_65x39_caseless_black_mag","30Rnd_65x39_caseless_black_mag","30Rnd_65x39_caseless_black_mag","10Rnd_93x64_DMR_05_Mag","10Rnd_93x64_DMR_05_Mag","10Rnd_93x64_DMR_05_Mag","10Rnd_93x64_DMR_05_Mag","Exile_Magazine_45Rnd_545x39_RPK_Green","Exile_Magazine_45Rnd_545x39_RPK_Green","Exile_Magazine_45Rnd_545x39_RPK_Green","Exile_Magazine_45Rnd_545x39_RPK_Green","Exile_Magazine_100Rnd_762x54_PK_Green","Exile_Magazine_100Rnd_762x54_PK_Green","Exile_Magazine_100Rnd_762x54_PK_Green","Exile_Magazine_30Rnd_762x39_AK","30Rnd_556x45_Stanag","30Rnd_556x45_Stanag","150Rnd_762x54_Box","30Rnd_556x45_Stanag","arifle_MX_GL_Black_F","srifle_DMR_05_blk_F","arifle_Mk20_plain_F","arifle_MXM_Black_F","30Rnd_65x39_caseless_black_mag","Exile_Weapon_AKS_Gold","arifle_MX_SW_Black_F","100Rnd_65x39_caseless_black_mag"] FOR 1760 POPTABS AND 176 RESPECT | PLAYER TOTAL MONEY: 1760
[14:18:16:953683 +02:00] [Thread 15888] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: UH1H_Clo (ID# <null>) with Cargo [] FOR 0 POPTABS AND 0 RESPECT | PLAYER TOTAL MONEY: 1760
[14:26:26:086713 +02:00] [Thread 15888] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Car_SUV_Grey (ID# <null>) with Cargo ["B_Carryall_oli","B_Carryall_cbr","B_Kitbag_mcamo","arifle_MXM_Black_F","30Rnd_65x39_caseless_black_mag","Exile_Weapon_AK74_GL","Exile_Magazine_30Rnd_545x39_AK","Exile_Weapon_TaurusGold","Exile_Magazine_6Rnd_45ACP","srifle_EBR_F","20Rnd_762x51_Mag","U_O_PilotCoveralls","V_PlateCarrierL_CTRG"] FOR 1410 POPTABS AND 141 RESPECT | PLAYER TOTAL MONEY: 3170
[15:21:02:885076 +02:00] [Thread 7848] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Car_Offroad_Armed_Guerilla01 (ID# <null>) with Cargo ["B_FieldPack_cbr","B_Carryall_mcamo","B_Bergen_rgr","arifle_MX_GL_Black_F","30Rnd_65x39_caseless_black_mag","Exile_Weapon_AK107_GL","Exile_Magazine_30Rnd_545x39_AK","optic_Hamr","V_PlateCarrierIA2_dgtl","U_O_PilotCoveralls","U_O_PilotCoveralls","V_PlateCarrierL_CTRG"] FOR 1005 POPTABS AND 100.5 RESPECT | PLAYER TOTAL MONEY: 4175
[15:34:43:479751 +02:00] [Thread 9656] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Chopper_Huey_Green (ID# 12) with Cargo ["B_FieldPack_cbr","B_Bergen_rgr","B_FieldPack_cbr","B_FieldPack_oucamo","B_Bergen_rgr","Exile_Weapon_RPK","Exile_Weapon_PK","srifle_DMR_05_blk_F","MMG_01_hex_F","150Rnd_93x64_Mag","arifle_MX_Black_F","optic_MRCO","30Rnd_65x39_caseless_black_mag","Exile_Weapon_AK47","ItemMap","ItemCompass","ItemWatch","ItemRadio","ItemGPS","V_PlateCarrierGL_mtp","V_PlateCarrierSpec_blk"] FOR 2427 POPTABS AND 242.7 RESPECT | PLAYER TOTAL MONEY: 6602
[15:54:51:641759 +02:00] [Thread 10020] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Car_SUV_Red (ID# <null>) with Cargo ["B_Carryall_oli","srifle_DMR_03_woodland_F","20Rnd_762x51_Mag","Exile_Weapon_AK74_GL","Exile_Magazine_30Rnd_545x39_AK","bipod_03_F_blk","U_BG_Guerilla1_1","U_BG_Guerilla2_3","V_TacVest_blk_POLICE"] FOR 815 POPTABS AND 81.5 RESPECT | PLAYER TOTAL MONEY: 7417
[15:56:57:146706 +02:00] [Thread 10020] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Car_SUV_Grey (ID# <null>) with Cargo ["B_Bergen_rgr","B_Carryall_cbr","30Rnd_65x39_caseless_black_mag","30Rnd_65x39_caseless_black_mag","30Rnd_556x45_Stanag","Exile_Magazine_6Rnd_45ACP","Exile_Magazine_10Rnd_762x54","Exile_Magazine_10Rnd_762x54","Exile_Magazine_10Rnd_762x54","30Rnd_65x39_caseless_black_mag","30Rnd_65x39_caseless_black_mag","Exile_Magazine_20Rnd_762x51_DMR","Exile_Magazine_20Rnd_762x51_DMR","Exile_Magazine_100Rnd_762x54_PK_Green","Exile_Magazine_100Rnd_762x54_PK_Green","9Rnd_45ACP_Mag","9Rnd_45ACP_Mag","9Rnd_45ACP_Mag","9Rnd_45ACP_Mag","Exile_Magazine_30Rnd_545x39_AK","Exile_Weapon_SVDCamo","Exile_Magazine_10Rnd_762x54","arifle_MX_GL_Black_F","30Rnd_65x39_caseless_black_mag","arifle_Katiba_F","30Rnd_65x39_caseless_green","arifle_TRG21_GL_F","30Rnd_556x45_Stanag","Exile_Weapon_AK107_GL","optic_Aco","Exile_Magazine_30Rnd_545x39_AK","optic_Holosight","U_I_OfficerUniform"] FOR 1582 POPTABS AND 158.2 RESPECT | PLAYER TOTAL MONEY: 8999
[16:35:09:764024 +02:00] [Thread 9732] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Car_Volha_White (ID# <null>) with Cargo [] FOR 3000 POPTABS AND 300 RESPECT | PLAYER TOTAL MONEY: 3000
[16:37:34:680676 +02:00] [Thread 9732] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE PURCHASED VEHICLE Exile_Car_Hunter FOR 26500 POPTABS | PLAYER TOTAL MONEY: 3942
[16:38:51:984030 +02:00] [Thread 9732] PLAYER: ( 76561198141018060 ) R DarkV:1 (Robert Schmidt) REMOTE PURCHASED VEHICLE SKIN ["exile_assets\texture\vehicle\Exile_Hunter_Black_co.paa","exile_assets\texture\vehicle\Exile_Hunter_Black_Back_co.paa"] (Exile_Car_Hunter_Abstract) FOR 1000 POPTABS | PLAYER TOTAL MONEY: 0
[16:42:02:185259 +02:00] [Thread 15840] PLAYER: ( 76561198207815415 ) R DarkV:3 (marvi (2)) REMOTE PURCHASED ITEM Exile_Item_EnergyDrink FOR 40 POPTABS | PLAYER TOTAL MONEY: 60
[16:42:03:437112 +02:00] [Thread 1132] PLAYER: ( 76561198207815415 ) R DarkV:3 (marvi (2)) REMOTE PURCHASED ITEM Exile_Item_EnergyDrink FOR 40 POPTABS | PLAYER TOTAL MONEY: 20
[16:42:06:143172 +02:00] [Thread 15840] PLAYER: ( 76561198207815415 ) R DarkV:3 (marvi (2)) REMOTE PURCHASED ITEM Exile_Item_InstantCoffee FOR 20 POPTABS | PLAYER TOTAL MONEY: 0
[16:56:31:093810 +02:00] [Thread 9732] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Car_UAZ_Open_Green (ID# <null>) with Cargo [] FOR 4000 POPTABS AND 400 RESPECT | PLAYER TOTAL MONEY: 7942
[17:33:35:089104 +02:00] [Thread 1132] PLAYER: ( 76561198191441767 ) R DarkV:2 (marvi) REMOTE SOLD ITEM: Exile_Bike_QuadBike_Csat (ID# <null>) with Cargo [] FOR 1250 POPTABS AND 125 RESPECT | PLAYER TOTAL MONEY: 1250
